0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,-0.000000,-0.150000,-0.094000,-0.000000,0.000000,-0.000000,0.200000,0.150500,0.044000,0.200000,0.150500,-0.044000,0.200000,-0.150500,0.044000,0.200000,-0.150500,-0.044000,0.200000
0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,-0.000000,-0.150000,-0.094000,-0.000000,0.000011,-0.000000,0.200000,0.150511,0.044000,0.199998,0.150511,-0.044000,0.199998,-0.150489,0.044000,0.200002,-0.150489,-0.044000,0.200002
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000042,0.000000,0.200000,0.150542,0.044000,0.199992,0.150542,-0.044000,0.199992,-0.150458,0.044000,0.200008,-0.150458,-0.044000,0.200008
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000094,-0.000000,0.200000,0.150594,0.044000,0.199982,0.150594,-0.044000,0.199982,-0.150406,0.044000,0.200017,-0.150406,-0.044000,0.200017
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000166,-0.000000,0.200000,0.150666,0.044000,0.199970,0.150666,-0.044000,0.199970,-0.150334,0.044000,0.200029,-0.150334,-0.044000,0.200029
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000259,-0.000000,0.200000,0.150759,0.044000,0.199957,0.150759,-0.044000,0.199957,-0.150241,0.044000,0.200043,-0.150241,-0.044000,0.200043
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000373,-0.000000,0.200000,0.150873,0.044000,0.199941,0.150873,-0.044000,0.199941,-0.150127,0.044000,0.200059,-0.150127,-0.044000,0.200059
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000509,-0.000000,0.200000,0.151009,0.044000,0.199925,0.151009,-0.044000,0.199925,-0.149991,0.044000,0.200074,-0.149991,-0.044000,0.200074
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000667,-0.000000,0.200000,0.151167,0.044000,0.199909,0.151167,-0.044000,0.199909,-0.149833,0.044000,0.200091,-0.149833,-0.044000,0.200091
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.000848,-0.000000,0.200000,0.151348,0.044000,0.199893,0.151348,-0.044000,0.199893,-0.149652,0.044000,0.200107,-0.149652,-0.044000,0.200107
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.001053,0.000000,0.200000,0.151553,0.044000,0.199877,0.151553,-0.044000,0.199877,-0.149447,0.044000,0.200122,-0.149447,-0.044000,0.200122
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.001284,0.000001,0.200000,0.151784,0.044001,0.199858,0.151784,-0.043999,0.199859,-0.149216,0.044001,0.200141,-0.149216,-0.043999,0.200141
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.001542,0.000003,0.199999,0.152042,0.044003,0.199833,0.152042,-0.043997,0.199834,-0.148958,0.044004,0.200165,-0.148958,-0.043996,0.200166
0.150000,0.094000,0.000000,0.150000,-0.094000,0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.001827,0.000007,0.199999,0.152327,0.044006,0.199803,0.152327,-0.043994,0.199806,-0.148673,0.044007,0.200192,-0.148673,-0.043993,0.200195
0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,0.000000,-0.150000,-0.094000,0.000000,0.002139,0.000011,0.199999,0.152639,0.044011,0.199772,0.152639,-0.043989,0.199777,-0.148361,0.044012,0.200221,-0.148361,-0.043988,0.200226
0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,-0.000000,-0.150000,-0.094000,-0.000000,0.002479,0.000017,0.199998,0.152979,0.044016,0.199732,0.152978,-0.043984,0.199741,-0.148021,0.044018,0.200255,-0.148021,-0.043982,0.200263
0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,-0.000000,-0.150000,-0.094000,-0.000000,0.002846,0.000023,0.199995,0.153346,0.044021,0.199683,0.153345,-0.043979,0.199696,-0.147653,0.044025,0.200295,-0.147654,-0.043975,0.200307
0.150000,0.094000,-0.000000,0.150000,-0.094000,-0.000000,-0.150000,0.094000,-0.000000,-0.150000,-0.094000,0.000000,0.003242,0.000031,0.199992,0.153742,0.044028,0.199627,0.153741,-0.043972,0.199646,-0.147257,0.044033,0.200338,-0.147259,-0.043967,0.200357
